institution_count	attainm_bach_to_higher_latinx	attainm_bach_to_higher_white	attainm_bach_to_higher_black	attainm_bach_to_higher_all
0	0.045	0.178	0.046	0.320
1	0.060	0.280	0.030	0.449
2	0.055	0.576	0.031	0.762
