institution_count	attainm_bach_to_higher_latinx	attainm_bach_to_higher_white	attainm_bach_to_higher_black	attainm_bach_to_higher_all
0	0.046	0.188	0.043	0.327
1	0.043	0.156	0.056	0.327
2	0.034	0.034	0.054	0.144
3	0.034	0.046	0.077	0.174
