institution_count	povertylevel_50percent	povertylevel_125percent	povertylevel_150percent	povertylevel_185percent	povertylevel_200percent	povertylevel_300percent	povertylevel_400percent	povertylevel_500percent	povertylevel_over500percent	pct_totpop
0	0.059	0.129	0.048	0.065	0.027	0.158	0.126	0.096	0.293	1.000
1	0.091	0.206	0.085	0.100	0.037	0.179	0.114	0.065	0.123	1.000
2	0.156	0.354	0.067	0.084	0.044	0.108	0.089	0.032	0.067	1.000
