institution_count	povertylevel_50percent	povertylevel_125percent	povertylevel_150percent	povertylevel_185percent	povertylevel_200percent	povertylevel_300percent	povertylevel_400percent	povertylevel_500percent	povertylevel_over500percent	pct_totpop
0	0.068	0.162	0.059	0.083	0.041	0.173	0.130	0.088	0.197	1.000
1	0.052	0.121	0.048	0.060	0.028	0.175	0.139	0.111	0.265	1.000
2	0.045	0.117	0.045	0.053	0.049	0.159	0.142	0.120	0.270	1.000
3	0.047	0.133	0.060	0.041	0.048	0.154	0.158	0.125	0.233	1.000
4	0.069	0.131	0.050	0.060	0.031	0.178	0.138	0.086	0.258	1.000
5	0.056	0.121	0.058	0.057	0.045	0.176	0.143	0.097	0.247	1.000
6	0.071	0.116	0.058	0.065	0.030	0.175	0.119	0.101	0.264	1.000
7	0.063	0.114	0.044	0.065	0.025	0.163	0.127	0.104	0.295	1.000
8	0.078	0.126	0.043	0.070	0.024	0.155	0.136	0.083	0.285	1.000
9	0.052	0.124	0.048	0.070	0.024	0.155	0.142	0.100	0.286	1.000
10	0.049	0.119	0.043	0.081	0.023	0.164	0.139	0.103	0.279	1.000
11	0.049	0.102	0.042	0.059	0.019	0.148	0.123	0.104	0.354	1.000
12	0.073	0.107	0.036	0.069	0.031	0.181	0.140	0.093	0.271	1.000
13	0.071	0.136	0.049	0.072	0.029	0.160	0.127	0.082	0.275	1.000
14	0.061	0.116	0.047	0.074	0.033	0.184	0.127	0.087	0.270	1.000
15	0.061	0.138	0.075	0.064	0.033	0.188	0.127	0.088	0.225	1.000
16	0.065	0.129	0.048	0.079	0.031	0.184	0.136	0.083	0.246	1.000
17	0.051	0.126	0.048	0.072	0.030	0.182	0.137	0.089	0.265	1.000
18	0.056	0.148	0.053	0.072	0.032	0.183	0.136	0.078	0.243	1.000
19	0.045	0.113	0.051	0.068	0.034	0.184	0.135	0.092	0.278	1.000
20	0.050	0.154	0.068	0.078	0.028	0.187	0.141	0.095	0.200	1.000
21	0.045	0.102	0.046	0.070	0.023	0.166	0.133	0.099	0.315	1.000
22	0.049	0.132	0.063	0.072	0.030	0.166	0.134	0.091	0.264	1.000
23	0.053	0.121	0.051	0.067	0.028	0.169	0.129	0.094	0.289	1.000
24	0.052	0.126	0.059	0.059	0.022	0.164	0.123	0.107	0.289	1.000
25	0.063	0.122	0.058	0.059	0.024	0.164	0.129	0.100	0.281	1.000
26	0.052	0.119	0.058	0.053	0.019	0.163	0.127	0.099	0.309	1.000
27	0.053	0.126	0.054	0.054	0.020	0.166	0.133	0.099	0.297	1.000
28	0.051	0.140	0.055	0.056	0.024	0.168	0.132	0.094	0.280	1.000
29	0.045	0.122	0.047	0.055	0.023	0.153	0.142	0.094	0.318	1.000
30	0.039	0.085	0.029	0.048	0.018	0.138	0.124	0.108	0.410	1.000
31	0.040	0.081	0.028	0.041	0.020	0.126	0.125	0.104	0.435	1.000
32	0.035	0.074	0.029	0.050	0.020	0.131	0.133	0.111	0.417	1.000
33	0.035	0.074	0.029	0.052	0.019	0.143	0.137	0.119	0.391	1.000
34	0.037	0.080	0.032	0.048	0.021	0.148	0.151	0.117	0.366	1.000
35	0.034	0.076	0.031	0.042	0.017	0.121	0.131	0.115	0.433	1.000
36	0.037	0.080	0.028	0.047	0.019	0.133	0.137	0.122	0.397	1.000
37	0.036	0.078	0.031	0.051	0.021	0.147	0.142	0.117	0.378	1.000
38	0.036	0.074	0.037	0.053	0.028	0.155	0.144	0.118	0.354	1.000
39	0.068	0.160	0.060	0.079	0.033	0.190	0.133	0.092	0.184	1.000
40	0.084	0.175	0.059	0.079	0.029	0.158	0.105	0.075	0.236	1.000
41	0.080	0.195	0.080	0.091	0.040	0.198	0.125	0.083	0.109	1.000
42	0.102	0.257	0.073	0.092	0.033	0.187	0.100	0.061	0.096	1.000
