institution_count	povertylevel_50percent	povertylevel_125percent	povertylevel_150percent	povertylevel_185percent	povertylevel_200percent	povertylevel_300percent	povertylevel_400percent	povertylevel_500percent	povertylevel_over500percent	pct_totpop
0	0.057	0.127	0.048	0.066	0.027	0.160	0.129	0.098	0.289	1.000
1	0.097	0.206	0.059	0.072	0.029	0.146	0.089	0.071	0.230	1.000
2	0.077	0.151	0.040	0.054	0.018	0.112	0.089	0.076	0.385	1.000
3	0.092	0.102	0.027	0.045	0.023	0.119	0.097	0.085	0.410	1.000
4	0.095	0.079	0.015	0.039	0.023	0.091	0.097	0.078	0.483	1.000
5	0.080	0.092	0.035	0.046	0.018	0.081	0.139	0.083	0.425	1.000
6	0.092	0.088	0.030	0.053	0.010	0.064	0.108	0.103	0.451	1.000
7	0.102	0.071	0.020	0.049	0.011	0.059	0.087	0.117	0.483	1.000
