institution_count	attainm_bach_to_higher_latinx	attainm_bach_to_higher_white	attainm_bach_to_higher_black	attainm_bach_to_higher_all
0	0.043	0.164	0.046	0.298
1	0.057	0.223	0.047	0.408
2	0.069	0.415	0.034	0.604
3	0.075	0.523	0.024	0.713
4	0.061	0.386	0.025	0.526
5	0.054	0.510	0.009	0.610
