institution_count	attainm_bach_to_higher_latinx	attainm_bach_to_higher_white	attainm_bach_to_higher_black	attainm_bach_to_higher_all
0	0.044	0.176	0.044	0.314
1	0.047	0.168	0.047	0.317
2	0.049	0.168	0.054	0.329
3	0.056	0.211	0.046	0.371
4	0.064	0.310	0.051	0.528
5	0.062	0.376	0.060	0.608
6	0.061	0.359	0.085	0.639
7	0.084	0.387	0.075	0.662
8	0.100	0.368	0.076	0.708
9	0.088	0.432	0.060	0.680
10	0.099	0.438	0.104	0.736
