institution_count	attainm_bach_to_higher_latinx	attainm_bach_to_higher_white	attainm_bach_to_higher_black	attainm_bach_to_higher_all
0	0.045	0.183	0.045	0.324
1	0.048	0.151	0.047	0.306
2	0.043	0.181	0.062	0.351
3	0.063	0.170	0.030	0.291
