institution_count	attainm_bach_to_higher_latinx	attainm_bach_to_higher_white	attainm_bach_to_higher_black	attainm_bach_to_higher_all
0	0.045	0.184	0.043	0.322
1	0.046	0.145	0.055	0.299
2	0.050	0.175	0.054	0.344
3	0.049	0.223	0.067	0.422
4	0.071	0.280	0.051	0.503
5	0.067	0.378	0.046	0.614
6	0.028	0.380	0.018	0.452
