institution_count	attainm_bach_to_higher_latinx	attainm_bach_to_higher_white	attainm_bach_to_higher_black	attainm_bach_to_higher_all
0	0.044	0.181	0.044	0.321
1	0.051	0.180	0.052	0.344
2	0.048	0.170	0.058	0.337
3	0.054	0.120	0.035	0.241
4	0.039	0.025	0.048	0.134
