institution_count	attainm_bach_to_higher_latinx	attainm_bach_to_higher_white	attainm_bach_to_higher_black	attainm_bach_to_higher_all
0	0.044	0.175	0.046	0.316
1	0.052	0.205	0.035	0.359
2	0.069	0.356	0.037	0.542
3	0.074	0.287	0.034	0.499
