institution_count	attainm_bach_to_higher_latinx	attainm_bach_to_higher_white	attainm_bach_to_higher_black	attainm_bach_to_higher_all
0	0.045	0.184	0.043	0.323
1	0.044	0.142	0.055	0.297
2	0.063	0.309	0.067	0.518
3	0.059	0.300	0.052	0.497
