institution_count	attainm_bach_to_higher_latinx	attainm_bach_to_higher_white	attainm_bach_to_higher_black	attainm_bach_to_higher_all
0	0.043	0.169	0.045	0.306
1	0.042	0.131	0.055	0.280
2	0.071	0.344	0.032	0.533
3	0.072	0.391	0.032	0.582
4	0.068	0.382	0.033	0.552
5	0.066	0.383	0.065	0.560
