institution_count	attainm_bach_to_higher_latinx	attainm_bach_to_higher_white	attainm_bach_to_higher_black	attainm_bach_to_higher_all
0	0.015	0.168	0.013	0.203
1	0.057	0.215	0.044	0.384
2	0.045	0.203	0.046	0.361
3	0.042	0.157	0.059	0.321
4	0.042	0.131	0.050	0.254
5	0.048	0.206	0.040	0.342
6	0.045	0.148	0.047	0.279
7	0.058	0.061	0.046	0.208
