institution_count	povertylevel_50percent	povertylevel_125percent	povertylevel_150percent	povertylevel_185percent	povertylevel_200percent	povertylevel_300percent	povertylevel_400percent	povertylevel_500percent	povertylevel_over500percent	pct_totpop
0	0.059	0.129	0.048	0.065	0.027	0.158	0.126	0.096	0.292	1.000
1	0.083	0.182	0.073	0.088	0.033	0.173	0.123	0.074	0.172	1.000
2	0.089	0.168	0.058	0.105	0.021	0.190	0.143	0.084	0.141	1.000
