institution_count	attainm_bach_to_higher_latinx	attainm_bach_to_higher_white	attainm_bach_to_higher_black	attainm_bach_to_higher_all
0	0.044	0.170	0.046	0.309
1	0.055	0.230	0.042	0.390
2	0.059	0.288	0.040	0.471
3	0.072	0.402	0.031	0.618
4	0.083	0.496	0.029	0.698
