institution_count	pct_pop_18_to_64_latinx	pct_pop_18_to_64_white	pct_pop_18_to_64_black	pct_pop_18_to_64_all
0	1.0023966177658497	1.009172575985865	0.9979065994684655	1.0035289942648555
1	0.9969612005287366	0.9999733874923488	0.9948875139343504	0.9975517004750382
2	0.9956110295564643	0.994952089410282	0.9933638906382627	0.9949015233545125
3	0.9944588632334762	0.9911409051503396	0.9924982390283164	0.9928887664737551
4	0.9936727056938964	0.9884987533882889	0.9917693082433168	0.9914710272069301
5	0.9922423171957248	0.9865380683608663	0.9908144902577685	0.9900382001894549
6	0.9915941743308135	0.9849902289759728	0.9902135626091526	0.989104683960211
7	0.9893622293518424	0.9805145613987932	0.9884501051578908	0.9861654830138782
8	0.9873040226107813	0.9760580342884991	0.9869185090133539	0.9834054163332876
9	0.9848268036147613	0.9684125055655083	0.98433435491048	0.9791362627453611
10	0.9812344322602021	0.9605892931683327	0.9817892553457226	0.9744215686234384
11	0.9776199358046275	0.9493151890856014	0.979492914150965	0.9684232380750063
12	0.9755013645207232	0.9425129024430466	0.9776603179467571	0.964737369214739
13	0.9726030509281544	0.9342823382314404	0.9751546183988429	0.9600995857162663
14	0.9697862818061346	0.9289323795596552	0.9727120604129604	0.9565901650965822
15	0.968060664566811	0.9251275469094581	0.9711895660748655	0.9542420827700377
16	0.9659822790948364	0.9208791276658194	0.9690257526924917	0.9514933979690059
17	0.9645347804286598	0.9182741511125021	0.9678599724870965	0.9497670349326444
18	0.9626781506668437	0.9141455350990201	0.9664665842505907	0.9472658705864182
19	0.9612117666241556	0.9115732531687434	0.9653629278844902	0.9455568634308704
20	0.9590403679028333	0.9060389538684125	0.9638266063949548	0.9423868671726118
21	0.9557485568588876	0.8975294293792545	0.9604732009938683	0.9373698954884107
22	0.9534691043686457	0.8915851814631793	0.9589480695904313	0.934012804153729
23	0.9505428350124453	0.8860684444155055	0.9568535230143029	0.9304771064504804
24	0.9490183311651629	0.8828832142992994	0.9557046281244586	0.9285050018779085
25	0.9464372710530716	0.877242291842174	0.9538591136484202	0.9251020495210264
26	0.9433573151405682	0.8707930626008714	0.9513887616512549	0.9210809949436566
27	0.9381983346724861	0.8597185068954605	0.9483754502573245	0.9144001506636151
28	0.9337724875200458	0.850401513903026	0.9452394222963592	0.9086138391833051
29	0.9274547575998972	0.8372984947406577	0.9405532445809965	0.9003848273391466
30	0.9110043622187832	0.8008932198769745	0.92343583198939	0.8770294203854186
31	0.8950274646316071	0.7694528880497491	0.9113696175412233	0.8562729121555896
32	0.8800709606615985	0.7337646957260567	0.9002802179015905	0.8339997699931144
33	0.856855511903078	0.688299353206288	0.8760406955040738	0.7993320509369981
34	0.8212562798356385	0.6329594376082799	0.8206473536162627	0.7477970064893759
35	0.7889679450891166	0.5789488413469868	0.777837899077021	0.7008450600385653
36	0.7711285791484884	0.5357908805447417	0.7627223555418793	0.6734090675475156
37	0.7541968836127516	0.5052289359519969	0.7451834052348316	0.6511759228425177
38	0.7116169080598781	0.43140719258754223	0.7014506904266573	0.5961427513238773
39	0.612002528672577	0.29909104269054937	0.5928109873129418	0.47926267046531684
40	0.49680111682308975	0.2468919905390282	0.4231020839155896	0.37897229481753825
41	0.08244914827356223	0.012223257764436422	0.04995844744443906	0.04477435484299164
42	0.035662140958391056	0.004586127531510902	0.02394479397585298	0.019232245593932808
