institution_count	attainm_bach_to_higher_latinx	attainm_bach_to_higher_white	attainm_bach_to_higher_black	attainm_bach_to_higher_all
0	0.015	0.141	0.011	0.171
1	0.019	0.193	0.012	0.234
2	0.019	0.151	0.010	0.189
3	0.030	0.191	0.012	0.248
4	0.027	0.177	0.013	0.228
5	0.040	0.266	0.023	0.358
6	0.043	0.202	0.049	0.369
7	0.050	0.170	0.050	0.321
