institution_count	attainm_bach_to_higher_latinx	attainm_bach_to_higher_white	attainm_bach_to_higher_black	attainm_bach_to_higher_all
0	0.046	0.184	0.045	0.328
1	0.031	0.065	0.059	0.192
2	0.029	0.029	0.044	0.100
