institution_count	attainm_bach_to_higher_latinx	attainm_bach_to_higher_white	attainm_bach_to_higher_black	attainm_bach_to_higher_all
0	0.045	0.180	0.045	0.319
1	0.045	0.155	0.042	0.292
2	0.049	0.189	0.059	0.363
3	0.060	0.287	0.051	0.508
4	0.070	0.359	0.077	0.609
5	0.081	0.348	0.078	0.635
6	0.116	0.348	0.063	0.736
