institution_count	povertylevel_50percent	povertylevel_125percent	povertylevel_150percent	povertylevel_185percent	povertylevel_200percent	povertylevel_300percent	povertylevel_400percent	povertylevel_500percent	povertylevel_over500percent	pct_totpop
0	0.056	0.117	0.055	0.066	0.031	0.160	0.136	0.096	0.284	1.000
1	0.056	0.136	0.053	0.075	0.023	0.184	0.131	0.096	0.246	1.000
2	0.042	0.086	0.036	0.047	0.016	0.142	0.112	0.112	0.406	1.000
3	0.050	0.108	0.042	0.061	0.029	0.159	0.138	0.097	0.316	1.000
4	0.055	0.097	0.055	0.054	0.021	0.158	0.132	0.101	0.326	1.000
5	0.056	0.087	0.047	0.056	0.016	0.147	0.122	0.106	0.362	1.000
6	0.065	0.111	0.043	0.054	0.026	0.136	0.124	0.103	0.338	1.000
7	0.059	0.115	0.043	0.060	0.026	0.152	0.129	0.096	0.320	1.000
8	0.038	0.102	0.042	0.068	0.022	0.151	0.149	0.110	0.317	1.000
9	0.051	0.121	0.047	0.057	0.024	0.162	0.138	0.105	0.296	1.000
10	0.052	0.128	0.051	0.062	0.026	0.166	0.136	0.098	0.281	1.000
11	0.045	0.131	0.045	0.066	0.022	0.149	0.134	0.091	0.317	1.000
12	0.045	0.136	0.050	0.070	0.025	0.159	0.132	0.096	0.287	1.000
13	0.041	0.107	0.036	0.056	0.023	0.145	0.130	0.104	0.358	1.000
14	0.048	0.100	0.036	0.054	0.024	0.141	0.135	0.103	0.360	1.000
15	0.036	0.088	0.035	0.047	0.023	0.134	0.133	0.110	0.394	1.000
16	0.039	0.089	0.036	0.050	0.022	0.133	0.133	0.117	0.382	1.000
17	0.031	0.076	0.032	0.044	0.028	0.140	0.130	0.118	0.402	1.000
18	0.034	0.072	0.024	0.034	0.022	0.125	0.130	0.113	0.447	1.000
19	0.035	0.073	0.037	0.043	0.028	0.152	0.142	0.125	0.365	1.000
20	0.039	0.070	0.036	0.050	0.025	0.145	0.144	0.119	0.372	1.000
21	0.035	0.076	0.032	0.044	0.020	0.140	0.140	0.115	0.399	1.000
22	0.038	0.068	0.038	0.048	0.026	0.145	0.155	0.119	0.363	1.000
23	0.036	0.083	0.030	0.051	0.024	0.139	0.137	0.118	0.382	1.000
24	0.038	0.080	0.038	0.046	0.026	0.146	0.144	0.112	0.370	1.000
25	0.028	0.057	0.026	0.035	0.019	0.131	0.138	0.114	0.450	1.000
26	0.029	0.070	0.030	0.041	0.022	0.141	0.157	0.121	0.390	1.000
27	0.033	0.072	0.028	0.046	0.020	0.138	0.138	0.117	0.407	1.000
28	0.033	0.068	0.028	0.045	0.021	0.138	0.144	0.122	0.401	1.000
29	0.030	0.067	0.027	0.048	0.017	0.135	0.142	0.120	0.414	1.000
30	0.027	0.066	0.025	0.049	0.017	0.148	0.143	0.123	0.402	1.000
31	0.028	0.057	0.025	0.048	0.017	0.147	0.140	0.130	0.408	1.000
32	0.030	0.075	0.028	0.046	0.022	0.156	0.144	0.123	0.376	1.000
33	0.033	0.069	0.029	0.046	0.022	0.152	0.142	0.121	0.385	1.000
34	0.041	0.082	0.030	0.056	0.020	0.158	0.142	0.120	0.350	1.000
35	0.038	0.079	0.031	0.056	0.021	0.149	0.144	0.117	0.364	1.000
36	0.038	0.081	0.032	0.059	0.022	0.146	0.150	0.120	0.352	1.000
37	0.037	0.090	0.030	0.063	0.023	0.153	0.138	0.120	0.346	1.000
38	0.042	0.086	0.037	0.054	0.025	0.159	0.137	0.118	0.343	1.000
39	0.040	0.086	0.033	0.057	0.025	0.145	0.132	0.116	0.366	1.000
40	0.049	0.099	0.036	0.063	0.028	0.166	0.134	0.108	0.316	1.000
41	0.046	0.100	0.040	0.061	0.029	0.155	0.137	0.112	0.320	1.000
42	0.047	0.116	0.043	0.067	0.026	0.172	0.148	0.108	0.273	1.000
43	0.057	0.108	0.041	0.055	0.024	0.177	0.127	0.103	0.309	1.000
44	0.046	0.088	0.039	0.057	0.021	0.167	0.139	0.111	0.332	1.000
45	0.049	0.106	0.045	0.057	0.022	0.162	0.135	0.108	0.315	1.000
46	0.055	0.112	0.051	0.064	0.024	0.175	0.144	0.100	0.274	1.000
47	0.053	0.111	0.045	0.059	0.022	0.178	0.136	0.101	0.294	1.000
48	0.052	0.129	0.046	0.065	0.025	0.168	0.125	0.103	0.287	1.000
49	0.046	0.111	0.040	0.070	0.029	0.161	0.137	0.111	0.296	1.000
50	0.045	0.103	0.042	0.066	0.023	0.153	0.126	0.110	0.332	1.000
51	0.045	0.109	0.046	0.066	0.026	0.170	0.133	0.104	0.301	1.000
52	0.046	0.122	0.046	0.069	0.025	0.175	0.137	0.109	0.271	1.000
53	0.051	0.123	0.057	0.071	0.025	0.169	0.134	0.100	0.271	1.000
54	0.047	0.126	0.055	0.080	0.028	0.175	0.144	0.099	0.246	1.000
55	0.048	0.124	0.056	0.075	0.026	0.168	0.146	0.100	0.254	1.000
56	0.046	0.130	0.053	0.079	0.028	0.181	0.138	0.093	0.251	1.000
57	0.047	0.132	0.058	0.079	0.027	0.174	0.143	0.101	0.239	1.000
58	0.050	0.131	0.053	0.076	0.025	0.166	0.145	0.104	0.250	1.000
59	0.052	0.132	0.055	0.078	0.030	0.185	0.136	0.103	0.230	1.000
60	0.052	0.133	0.057	0.083	0.033	0.189	0.142	0.102	0.211	1.000
61	0.059	0.133	0.058	0.082	0.035	0.182	0.143	0.101	0.208	1.000
62	0.068	0.148	0.067	0.087	0.036	0.193	0.133	0.090	0.178	1.000
63	0.073	0.165	0.074	0.091	0.035	0.200	0.130	0.083	0.149	1.000
64	0.072	0.163	0.064	0.088	0.036	0.190	0.130	0.090	0.167	1.000
65	0.068	0.146	0.059	0.080	0.028	0.187	0.155	0.088	0.189	1.000
66	0.071	0.146	0.064	0.075	0.030	0.188	0.137	0.087	0.202	1.000
67	0.067	0.161	0.064	0.087	0.027	0.176	0.128	0.087	0.203	1.000
68	0.077	0.160	0.067	0.080	0.027	0.182	0.124	0.083	0.202	1.000
69	0.071	0.173	0.059	0.089	0.035	0.171	0.135	0.090	0.178	1.000
70	0.069	0.163	0.062	0.082	0.030	0.167	0.126	0.086	0.214	1.000
