institution_count	attainm_bach_to_higher_latinx	attainm_bach_to_higher_white	attainm_bach_to_higher_black	attainm_bach_to_higher_all
0	0.045	0.176	0.045	0.316
1	0.049	0.192	0.036	0.334
2	0.061	0.282	0.077	0.525
3	0.073	0.414	0.069	0.734
4	0.082	0.494	0.054	0.766
5	0.116	0.348	0.063	0.737
