institution_count	povertylevel_50percent	povertylevel_125percent	povertylevel_150percent	povertylevel_185percent	povertylevel_200percent	povertylevel_300percent	povertylevel_400percent	povertylevel_500percent	povertylevel_over500percent	pct_totpop
0	0.058	0.130	0.048	0.067	0.027	0.160	0.129	0.097	0.285	1.000
1	0.078	0.135	0.051	0.060	0.025	0.139	0.099	0.083	0.330	1.000
2	0.048	0.073	0.013	0.029	0.020	0.063	0.077	0.086	0.591	1.000
3	0.029	0.083	0.035	0.021	0.022	0.148	0.180	0.113	0.371	1.000
4	0.026	0.040	0.011	0.029	0.011	0.102	0.158	0.108	0.515	1.000
5	0.008	0.009	0.003	0.003	0.007	0.108	0.090	0.107	0.665	1.000
