institution_count	attainm_bach_to_higher_latinx	attainm_bach_to_higher_white	attainm_bach_to_higher_black	attainm_bach_to_higher_all
0	0.044	0.172	0.045	0.310
1	0.063	0.310	0.048	0.531
2	0.067	0.265	0.034	0.409
3	0.040	0.399	0.018	0.488
4	0.059	0.557	0.007	0.658
