institution_count	attainm_bach_to_higher_latinx	attainm_bach_to_higher_white	attainm_bach_to_higher_black	attainm_bach_to_higher_all
0	0.042	0.166	0.044	0.299
1	0.046	0.144	0.050	0.295
2	0.054	0.192	0.060	0.377
3	0.069	0.332	0.036	0.525
4	0.079	0.465	0.035	0.696
5	0.072	0.519	0.022	0.719
6	0.078	0.448	0.038	0.652
7	0.061	0.383	0.066	0.553
