institution_count	attainm_bach_to_higher_latinx	attainm_bach_to_higher_white	attainm_bach_to_higher_black	attainm_bach_to_higher_all
0	0.044	0.179	0.044	0.316
1	0.039	0.097	0.053	0.232
2	0.052	0.230	0.047	0.400
3	0.055	0.233	0.049	0.405
4	0.061	0.270	0.035	0.431
5	0.046	0.154	0.049	0.296
6	0.046	0.139	0.036	0.280
7	0.067	0.169	0.054	0.365
8	0.072	0.172	0.075	0.396
