institution_count	attainm_bach_to_higher_latinx	attainm_bach_to_higher_white	attainm_bach_to_higher_black	attainm_bach_to_higher_all
0	0.044	0.179	0.044	0.316
1	0.045	0.150	0.055	0.297
2	0.052	0.215	0.049	0.386
3	0.054	0.211	0.040	0.371
4	0.060	0.244	0.035	0.413
5	0.048	0.161	0.048	0.321
6	0.058	0.184	0.073	0.400
7	0.066	0.258	0.062	0.445
8	0.080	0.354	0.047	0.566
9	0.046	0.470	0.018	0.684
10	0.063	0.576	0.000	0.750
