institution_count	attainm_bach_to_higher_latinx	attainm_bach_to_higher_white	attainm_bach_to_higher_black	attainm_bach_to_higher_all
0	0.045	0.190	0.044	0.331
1	0.045	0.120	0.050	0.268
2	0.047	0.159	0.057	0.333
3	0.046	0.135	0.033	0.256
4	0.054	0.174	0.073	0.359
5	0.052	0.203	0.068	0.387
6	0.052	0.300	0.053	0.488
