opeid8	mode	provider	time	demog_pop_18_to_64_latinx	demog_pop_18_to_64_white	demog_pop_18_to_64_black	demog_pop_18_to_64_all
2568106	transit	otp	30	29170.0034000217311054763	13206.7374023562210113760	4706.8608679942543142677	48168.3518842890604653940
2600200	walk	otp	30	5115.9710940650195186230	907.2162347115598145543	3032.6744955040473973714	10886.3064060673366424930
2600200	drive	mapbox	30	518993.781778934375150057470	471876.393748674079755538018	336990.084324171672998589057	1558486.222690537546845974727
2600200	transit	otp	30	25951.1432014919349155651	3179.1601419620026089406	12129.0466760234909181028	48677.1077331192073974621
2604700	walk	otp	30	1385.2705140993448175964	2573.2996016644393494352	1216.3853529225547625158	6036.5368144449684932967
2604700	drive	mapbox	30	791118.024491426720182768244	632011.129584126542311706615	455521.364446174096980444960	2165575.758577929638829033275
2604700	transit	otp	30	3522.2402761281510533034	4162.0914899255430128102	3660.2899511943567915498	13075.6747258915040578077
3026501	walk	otp	30	2710.765903704130588798	385.667860478058942055	2850.441752999008635776	6049.318324749678548891
3026501	drive	mapbox	30	585631.8004430373885349779262495	472519.4328325477495760457678875	275324.5263183713984115421844086	1442129.5283307326101689002821153
3026501	transit	otp	30	10467.082455462876222340	973.200373300065794354	7947.751053117458762449	20525.022042146870684288
3026504	walk	otp	30	549.602455101711864355	617.333488762019531876	223.336748606759448240	1511.485319180230474214
3026504	drive	mapbox	30	416555.707980093704962611638967	306231.272888520609610571883894	168025.434674403124206523388352	948411.357492287262227687203056
3026504	transit	otp	30	549.602455101711864355	617.333488762019531876	223.336748606759448240	1511.485319180230474214
3030609	walk	otp	30	3921.159398243310116398	1122.550958646963034086	1892.497685940383837012	7152.485331388843695766
3030609	drive	mapbox	30	883745.742210722309147790741	560244.288472048145019003425	443287.427147945648316552464	2094956.150829211309927850607
3030609	transit	otp	30	8039.022255192035655623	2160.141858860329221777	3774.497393403537496705	14430.362575247179858960
3032300	walk	otp	30	6660.148523402067030446	3289.499497372724643517	857.721345189905461120	11339.292117489610071811
3032300	drive	mapbox	30	795255.199382409127389713171	497875.257740656273048091355	380184.356692088588702283034	1863227.248867001339816415627
3032300	transit	otp	30	27808.3949176410701568143	16204.0920192181266810693	3629.9673733455242466776	50664.0319640204440293576
3128100	walk	otp	30	1984.979887706489571415	2398.107610316760639314	360.671333671085264276	5077.247967698878019924
3128100	drive	mapbox	30	946689.304685842295213997781	560841.843383153171027075075	477181.086645869295099263944	2212653.617572705156945849537
3128100	transit	otp	30	29849.1587115651117962355	25951.8795352811976048602	4731.4713044832758333213	65314.0396897541152477694
3128101	walk	otp	30	8406.089305423105601668	1912.971505499841631176	1563.976268990700445990	13429.088203408560463511
3128101	drive	mapbox	30	790680.899782572907316394971785	528594.288972974667907090897624	426519.936312081008160085666338	1996704.453810993925569104162404
3128101	transit	otp	30	35874.4638415308159909706	11827.4214808180360742326	11869.2143759756401179734	68308.6452821001525720538
3153300	walk	otp	30	5760.8480125303293315514	5892.2511866437921359082	4017.9020650652391302448	17684.7408800101607504082
3153300	drive	mapbox	30	620140.136135133103215076301	478270.538156651371700024095	341261.546965071514688702364	1660524.648319743822615472617
3153300	transit	otp	30	28899.5897825186751796834	19348.4080069701764723546	16235.0686781260033730576	73741.5954445324140203415
3303300	walk	otp	30	8136.2474112818128948350	2732.7165373162153913282	939.8002396531505550570	12144.6087247970425896994
3303300	drive	mapbox	30	865480.098936609565457217201	531436.717698910657247348385	434513.184280676425290046264	2033598.669776459069071619897
3303300	transit	otp	30	49753.9501698386690069613	23920.2354218300541661409	9910.1267827352954470974	87505.9528419465623359795
3422400	walk	otp	30	8933.229740182404514729	861.096340520401294542	1905.994272753045056308	12682.886505541117863140
3422400	drive	mapbox	30	629472.124543397867065343752	434653.314629048525397888718	365727.193070406854428689053	1648733.112468161849514661617
3422400	transit	otp	30	34279.167354044576332060	5784.521032867597231142	9012.433301481020518453	55956.076194891904725756
3493304	walk	otp	30	1727.2471876479984547799	1469.7684182543230299566	2415.5967977639204423813	6981.9814303714921525874
3493304	drive	mapbox	30	412309.364917676784245714535	391736.588414461757407282886	207086.469256134110784432377	1205006.833099745524564363869
3493304	transit	otp	30	10019.7787751359861848726	8127.4554169166997834838	11593.2109451399944541154	35110.7097031013254646949
3493305	walk	otp	30	7377.996526767515947151	423.230358003964218214	2065.704093702362212778	10231.656359796899698882
3493305	drive	mapbox	30	726858.2018410858046395872871035	575490.1182675201732672552764715	328559.2861098342602159512011756	1766356.2458837801643329994050083
3493305	transit	otp	30	20242.398637127083198577	1532.077968096222126323	6450.850214837826952730	29115.086592891766932849
3680300	walk	otp	30	2895.456873449346680357	1045.429266582579809919	5515.464322655005061428	10396.626986569517280363
3680300	drive	mapbox	30	572944.109890952053088506781785	468380.828785777165965463107624	367592.603751061759975438126338	1644767.784464838253857151342404
3680300	transit	otp	30	15271.245241546249071549271	4898.131223752523216059875	15715.750409144036784390334	38740.063566704468347605267
3714300	walk	otp	30	5158.621371290948393243	1750.243777467572271944	7629.541030068103256848	15489.238877992834528696
3714300	drive	mapbox	30	531827.287051611278346734621785	443051.415431456092098049417624	351434.373953403676530812586338	1551912.956742092968605285452404
3714300	transit	otp	30	27474.0173912632001646068	10465.8371405427404783636	23352.1711119901971214017	66450.5236844750527948617
3714301	walk	otp	30	2738.0691662234882686970	1901.8956406752169633950	3432.1976901457244180400	8486.5945808685448287480
3714301	drive	mapbox	30	427425.1838431218569851140346595	355744.3960996707261422846706925	211732.3380097497768951038347036	1069901.3386847630198564584027503
3714301	transit	otp	30	8687.2799827647338052560	3844.2357015220530767220	13514.8695875011673171130	27191.2822592257320361830
3723300	walk	otp	30	4122.147621282224571815	396.534384484784297604	642.622347482882148591	5173.661552538940933891
3723300	drive	mapbox	30	957006.7452144799783130029830	525152.3507600182525931968586	453092.3794862395142557438472	2111791.6574481018244478804850
3723300	transit	otp	30	14581.6957255962433788645	4707.2254257877146138925	2862.7128570929299173461	22439.7969451858031229000
3723301	walk	otp	30	2459.767278631960117424	220.438226900157240901	265.312588950770399317	2954.412538435483604384
3723301	drive	mapbox	30	930900.1854254397678187585830	496164.5818980557279029325586	435509.1793008782754051819472	2029548.5925644786173842987850
3723301	transit	otp	30	7147.111027497829890062	802.077599716600737147	1693.654659179816679011	9652.102704553461867807
3987300	walk	otp	30	992.5163808991364777581	3570.2710984634211295579	198.4894943547469529875	5512.1880376427797163550
3987300	drive	mapbox	30	792709.123823392968094736255	611550.106864469007989540852	407951.185289758408744262857	2078860.562987547634435951375
3987300	transit	otp	30	1493.2160108067683372433	4382.4016503619812714043	249.2461108481757402267	7133.8555978884870624454
4082300	walk	otp	30	3064.191239321225718183	844.710072665783976796	5030.905967295856751725	9273.209832191597486568
4082300	drive	mapbox	30	638023.14236458143282171548928850	524334.08784011128367433101104294	291858.28642144727675823103929720	1569562.82447371007356559591516462
4082300	transit	otp	30	6476.6284180816935499900	2060.9408357665352920320	11301.1472730250623295270	20604.1102123581897186800
4117900	walk	otp	30	2569.3123636559123168850	1782.9261593705593032701	2809.0648515405224475816	8270.4367693812874900533
4117900	drive	mapbox	30	307771.8521779175055684035020	229712.6059082332692148528436	151503.1732138990465405186132	750479.5415538213063094344680
4117900	transit	otp	30	13860.3979381562684519653	7557.3309173513927522204	10960.9015368112733762810	36618.7586516451034462458
4129802	walk	otp	30	4057.825104258224114049	3556.990849241528281335	6124.242901470771604048	16202.461659609986694778
4129802	drive	mapbox	30	633550.515663157833073334376	564566.815897668656922968839	382663.776623829653959849966	1845371.580428969663229343139
4129802	transit	otp	30	27194.11001807002921381100	28312.41150114256005432708	25713.70954847760226487814	94117.46827676264692664400
4138500	walk	otp	30	11183.3119324682535034928	1536.2740171526891255020	6294.0258846710248803029	22593.6396572938907011103
4138500	drive	mapbox	30	451210.623404912295301550842	443414.047259362766572399998	290833.240718928593196579993	1405799.726908843720212815287
4138500	transit	otp	30	33906.22821516827883951514	4232.69165753149928630080	18690.29886677351498651944	71766.62751936818289479116
4146700	walk	otp	30	5662.496813334487493280	690.109385222742080870	2198.045255979097042400	8727.977500479897410881
4146700	drive	mapbox	30	631226.884632576065837412859785	409349.731765563928745675325624	278831.117497364208332788132338	1426458.442578837302676464049404
4146700	transit	otp	30	24139.5639391818363285412	2060.4496751192389368900	6295.3500153769575413154	34342.9049032360557955010
4152700	walk	otp	30	466.6436198836141490882	1073.4108577166734000694	2819.7601606968325138034	4937.7017204625041535834
4152700	drive	mapbox	30	809252.4500468707853430793114	454775.6029393470785954346237	402041.7719265404590472118590	1869663.2066162567542393946267
4152700	transit	otp	30	3092.5300598392540322188	6636.2463299384907224724	5495.3587000475013770215	18482.9658930058439953097
4179500	walk	otp	30	2593.6484283698461239650	2627.1456347232957389169	2081.3281820465817919292	9781.0937790318544079480
4179500	drive	mapbox	30	502879.570353287593706280710	447574.053209481208135058488	330835.852725331360834615317	1505119.314556434750783349417
4179500	transit	otp	30	2593.6484283698461239650	2627.1456347232957389169	2081.3281820465817919292	9781.0937790318544079480
4206502	walk	otp	30	1422.898339633843137459	722.926792680913386665	821.814397490603088961	3587.960974394963344211
4206502	drive	mapbox	30	723142.8759880780281085077730	611723.6687148983881010763786	353886.3449021517292406845472	1881320.5505926971276271113550
4206502	transit	otp	30	1422.898339633843137459	722.926792680913386665	821.814397490603088961	3587.960974394963344211
4215400	walk	otp	30	243.2590551855896360050	1734.2422875290731840430	81.2657547086000690180	2257.9678537989892848900
4215400	drive	mapbox	30	186109.23292976245155471198396540	270046.85855926711719075880989964	89077.72564112135913352668175760	580938.27354029456728758206667792
4215400	transit	otp	30	243.2590551855896360050	1734.2422875290731840430	81.2657547086000690180	2257.9678537989892848900
4222003	walk	otp	30	7756.983111320734413967	1749.837952095075770079	1015.001057408954604025	10955.767656489122219329
4222003	drive	mapbox	30	701345.054162432461971078071	487496.621858011095880718155	326198.752983324169286201474	1686761.756064324296349256167
4222003	transit	otp	30	9702.988322013091543084	1904.171540992803262835	1056.795468555216037575	13131.137915142681902272
4236900	walk	otp	30	891.2788335599204223678	1008.0992915261452336924	216.0818569482598229666	2216.9215933294754222766
4236900	drive	mapbox	30	124375.1421621080084442091831	181603.5282942208472197296082	43499.8423655882573934084650	378265.0832229830626702430372
4236900	transit	otp	30	891.2788335599204223678	1008.0992915261452336924	216.0818569482598229666	2216.9215933294754222766
4239700	walk	otp	30	2412.8810386546008623804	3284.9224709232274570248	3106.6321236958887018070	9785.4775097967202966754
4239700	drive	mapbox	30	651430.622348644181709837771	501211.190480993892852041455	295343.881448155988250176574	1618254.209619661130696236567
4239700	transit	otp	30	2412.8810386546008623804	3284.9224709232274570248	3106.6321236958887018070	9785.4775097967202966754
4245800	walk	otp	30	2123.79842771475372318804	1386.66083433995359099709	472.57543082305637521487	4048.31521522629429490560
4245800	drive	mapbox	30	23683.8411347393078386381985	34140.4748798908244132735345	7105.1514679099935370205950	66660.6028735123182885996335
4245800	transit	otp	30	2123.79842771475372318804	1386.66083433995359099709	472.57543082305637521487	4048.31521522629429490560
4260900	walk	otp	30	1305.6990420953103800022	1260.4515124730972091378	837.6284372758787843808	3634.9500761434599274998
4260900	drive	mapbox	30	298049.0624172011243785731174	202612.7042709884853095668246	147934.7986338329676991233978	697383.7274918763705919479450
4260900	transit	otp	30	1305.6990420953103800022	1260.4515124730972091378	837.6284372758787843808	3634.9500761434599274998
4272600	walk	otp	30	2858.6302038987671384010	2696.4867417037117114790	3550.5825176250409907638	11314.7754437410914538230
4272600	drive	mapbox	30	436346.028612991157309106735	416203.494090713978816936486	229538.900454343868077438077	1283034.832064645342620954869
4272600	transit	otp	30	13388.68986180221152932126	13208.33496655687852901366	16221.95554176334639504362	50734.35977383015981250586
4277900	walk	otp	30	6257.637973582034451696	2310.278206036245474982	3297.011901636852465335	12447.415826856377131193
4277900	drive	mapbox	30	933367.766923907151314402436785	484418.720905033515812846286624	436713.638780566151744626831338	2037977.215389377270567321907404
4277900	transit	otp	30	28925.611349057836626006	17274.208564505871642554	19780.796341506429252670	70000.124290347957347579
145909	walk	otp	45	4628.3737967565545935700	4323.0205369020721809907	3814.1413465474232539724	17150.6765692404152935784
145909	drive	mapbox	45	1274072.260857059587966150163167	988028.559537593711423725440294	641114.514074956155504235554352	3259123.364862638085932763763256
145909	transit	otp	45	4628.3737967565545935700	4323.0205369020721809907	3814.1413465474232539724	17150.6765692404152935784
145993	walk	otp	45	38.66194386098259435	10.29606847206916149	7.23619270125342675	75.91799885429309436
145993	drive	mapbox	45	1262720.97997395172325777712388250	1057654.89947319593341536827429694	650918.56011964863733841674029420	3322713.64881458630499329512874762
145993	transit	otp	45	38.66194386098259435	10.29606847206916149	7.23619270125342675	75.91799885429309436
147935	walk	otp	45	3070.6239316583054532414	9612.5941404823143054330	1052.1899590218904349228	16110.0834719640569391805
147935	drive	mapbox	45	774047.099607815896003788448967	549743.389545294357565340716894	366658.126170330439888342715352	1824951.547148426388552108145056
147935	transit	otp	45	3070.6239316583054532414	9612.5941404823143054330	1052.1899590218904349228	16110.0834719640569391805
149916	walk	otp	45	23151.878716837565290822	3266.889943427543569469	11562.712701154516196499	40739.110296266091179018
149916	drive	mapbox	45	1274598.235371842827182759103167	976210.785805174417918055322294	643520.661594494586246477276352	3249127.295044194172828842565256
149916	transit	otp	45	115277.55439887408702744471	38735.85545292445127451870	59280.48279819149500629345	249891.86698138226409320537
226037	walk	otp	45	1054.92428294276528863581736900	8734.05898265281948358133892044	148.16942718699978482793102360	10859.19753663351457087208480432
226037	drive	mapbox	45	484667.88083802925664552127254390	541392.41233365804605224909807514	220265.32686676243747729243226620	1333877.58259764714932618413690622
226037	transit	otp	45	1054.92428294276528863581736900	8734.05898265281948358133892044	148.16942718699978482793102360	10859.19753663351457087208480432
239710	walk	otp	45	730.880704808804283828	1508.162854848519376929	572.360998947705928666	3150.919381842463401095
239710	drive	mapbox	45	1173268.360322145765359772790385	856625.725563881660199659039824	619621.423247738981569642406438	2985403.139136898706271286163104
239710	transit	otp	45	1883.8873479647766437078	4129.0521727587558608254	1633.6921432873940207714	8951.3636668813005796098
250615	walk	otp	45	29502.754651975309567505	6044.981734882428320038	8556.430702866468184647	51995.046608029531288171
250615	drive	mapbox	45	1277010.589571384869905678354867	967295.307709398948430045686694	647019.614980557771327892566352	3247792.528400683438178034702856
250615	transit	otp	45	138976.23765291690195554314	58332.47758284473772495732	66928.15056514252602770312	306847.20801164827314235214
353900	walk	otp	45	2055.5728545185830972894333	3295.4290804844680239004516	139.4971022938010745397600	5643.3223632548301453479734
353900	drive	mapbox	45	450778.005343049501915061688207	401334.032463039610992772268046	254196.138448025930841986370898	1204568.574695532380785455577154
353900	transit	otp	45	2055.5728545185830972894333	3295.4290804844680239004516	139.4971022938010745397600	5643.3223632548301453479734
353911	walk	otp	45	33.708618286772491039304	105.244745016145010646591	7.101534751426788842550	146.717707964477457487083
353911	drive	mapbox	45	35082.996246903513459148912540	53773.885951866905137310642052	13601.242357089670774578256766	106388.207511444418047525885208
353911	transit	otp	45	33.708618286772491039304	105.244745016145010646591	7.101534751426788842550	146.717707964477457487083
353913	walk	otp	45	540.0755976419154375874	1439.6826496498608954987	340.8100424833418107180	2591.4149844400215636024
353913	drive	mapbox	45	279874.342981348708792473545	254114.408340322053545042522	166080.025687731562942476217	859048.123879962675958303225
353913	transit	otp	45	540.0755976419154375874	1439.6826496498608954987	340.8100424833418107180	2591.4149844400215636024
354505	walk	otp	45	8187.8855676142768537404	26465.7323260578364543996	9735.6530378924311121384	49874.5979921860065788167
354505	drive	mapbox	45	1382741.9895919878995785128632105	1198526.1759200702756565233985055	695973.9495514814815811670497476	3655881.0025121029206290323732643
354505	transit	otp	45	88085.9874642370546861296	117616.4921232641710009303	52677.0969055147199232741	288803.6378789436324824709
354914	walk	otp	45	97.0495609938972245199	163.5026479255811415805	29.4567773206408919952	291.7623658425383588096
354914	drive	mapbox	45	221746.4756454561968103618186	269886.8214343566854029930422	117147.6370561124504228502701	709546.6714787516962008142807
354914	transit	otp	45	97.0495609938972245199	163.5026479255811415805	29.4567773206408919952	291.7623658425383588096
355600	walk	otp	45	5936.384538739152040633	1466.614576879185088710	9570.966926636862273623	17682.140681296710793432
355600	drive	mapbox	45	1259360.58342551535134936971520090	1042169.75021314429258628849040014	599981.78928390143469738522697820	3190574.56210516839926529824958022
355600	transit	otp	45	22916.2265852987308205790	6053.7399953028176200400	23653.9768775019625646800	54957.7881661935674751340
357600	walk	otp	45	25499.4267692725908494466	6540.4230828600003338656	5471.0590420477467225364	42228.8825601400877821828
357600	drive	mapbox	45	1268481.000812273875168873214867	932666.800395972846707386826694	644276.103528948801141467606352	3194364.268818462915725021732856
357600	transit	otp	45	106209.3399996302503555549	54173.4619156897505297829	48371.5480124341162141090	239252.7813500484586006576
357603	walk	otp	45	3966.1987558847811761066	19916.7613735086037224015	1327.3125889345547122885	30252.3153414283817029836
357603	drive	mapbox	45	1346487.8215427105351542434285165	1097073.4051337026354545262893815	679220.9094676444045744628351606	3493345.6117952624652656853997713
357603	transit	otp	45	44150.7714339746027986604	108199.4314567692956101013	16104.5722693136593517965	197081.7702798298135809610
357604	walk	otp	45	11004.451608365885795642	507.405433456286721611	3387.099579781723218733	14909.552691557729853424
357604	drive	mapbox	45	1380382.0382586546934157590100505	1217730.4520275871291922030756565	691216.5901451257856607790960096	3668038.7694418294136229139141463
357604	transit	otp	45	53220.7846516035831173380	9170.0386419978679156136	20841.5780176641164237382	84689.0332626477443561864
357608	walk	otp	45	17233.737744711571525673	2981.686485907193234562	5371.810023172250041371	25915.578608456077273297
357608	drive	mapbox	45	1391075.70241653217051901204563190	1250087.69692299326318180324093414	692211.76069014866440653493832420	3714508.61702025680427276391526322
357608	transit	otp	45	61029.3250545373816601064	46265.0274402074521449016	30488.3163138820114801790	144799.5242116989284237002
358300	walk	otp	45	6508.3424892293041103163	2292.7386355690773131241	1452.2521282885322542353	10528.5629974150381676823
358300	drive	mapbox	45	756782.365376119371306719041295	530026.458177779353734772497695	309657.602253347750223877281070	1702367.062136321349717897238416
358300	transit	otp	45	6508.3424892293041103163	2292.7386355690773131241	1452.2521282885322542353	10528.5629974150381676823
358310	walk	otp	45	686.4165799978568737850	614.6726863912401111545	489.4174326402647263700	1843.0813553151897840740
358310	drive	mapbox	45	1028379.5853246467445602239538445	697252.3772762575358905220829725	473255.8684636804639735246787786	2379336.9761491442957471539455613
358310	transit	otp	45	686.4165799978568737850	614.6726863912401111545	489.4174326402647263700	1843.0813553151897840740
358401	walk	otp	45	1951.6919365992481792042	4934.8595421024818182925	672.1526370938848435382	8542.6049348120787056367
358401	drive	mapbox	45	1357814.8991517637205460959439165	1129496.2903573651924640489453815	683232.7233554546300106308697606	3543964.4527877240753112450517713
358401	transit	otp	45	76129.6680502747568705021	130273.7657298840659141472	25694.2410828109185338765	261656.7704356004404387439
359801	walk	otp	45	1010.155694316355272384272	3484.540040942936703188990	297.368550817086788964117	5230.784264962042424984233
359801	drive	mapbox	45	638184.65872353722443938680488390	679979.20824741993938685310198514	274455.25935307299381774696152620	1709772.37072923009448056867843622
359801	transit	otp	45	1010.155694316355272384272	3484.540040942936703188990	297.368550817086788964117	5230.784264962042424984233
359810	walk	otp	45	12819.552207390231115336	848.216643017478606184	4592.494686369086672151	18907.384736276356930903
359810	drive	mapbox	45	1352749.24351381856603463893311390	1187752.28739496934883916552971214	660395.69037432991581591843566620	3537902.82913094836782983755932822
359810	transit	otp	45	29977.1027377369087738329	2565.4652082332373361428	10872.1473954463190547066	44640.7835408027685557278
360400	walk	otp	45	5131.2315159315852221111	22366.3131382310865486514	3177.3473251689860594140	38976.3705742869667986447
360400	drive	mapbox	45	1239880.2130589983290628912985165	918946.0904772297848272380333815	631255.4400226046741984093251606	3123917.4255301995681514771337713
360400	transit	otp	45	33166.1277612907810538604	104076.4223561933212022673	36668.0713739381218104955	204854.7863098057104823843
360602	walk	otp	45	442.42581079679223971154	2658.10782966105914753400	151.54402712498386695919	3567.95012970839870072991
360602	drive	mapbox	45	656908.30199547939586914290488390	692590.63445895484502384110198514	288145.89560331588403822056152620	1758812.40897678072130511607843622
360602	transit	otp	45	442.42581079679223971154	2658.10782966105914753400	151.54402712498386695919	3567.95012970839870072991
360606	walk	otp	45	892.3533115799824753322	1973.7488012065478496538	76.4159231725897467758	3005.1892788178617730700
360606	drive	mapbox	45	844517.97742758225045739117233890	754284.95723666116730251820147014	356924.87146402975941479164852020	2102943.80845349978608798136850022
360606	transit	otp	45	892.3533115799824753322	1973.7488012065478496538	76.4159231725897467758	3005.1892788178617730700
360900	walk	otp	45	8879.7874022147083659400	6373.4683962719580439612	532.6455953309018538756	16830.6736509326231618888
360900	drive	mapbox	45	1047267.440017216959799008676575	739516.448308524919806431990702	512893.090425142230968938906936	2530950.919740260485877898312096
360900	transit	otp	45	8879.7874022147083659400	6373.4683962719580439612	532.6455953309018538756	16830.6736509326231618888
360901	walk	otp	45	9399.811292839588686909	2106.366732897248179558	5736.384628861055936932	18039.727009819830914251
360901	drive	mapbox	45	1209472.1615182617032743091138685	935382.2223204528156918056217765	602729.6317674952039720352356956	3021925.4310491462827845667003243
360901	transit	otp	45	10492.131959310101459157	2296.334195222052606380	6590.160818597064239668	20260.911942987697018761
360902	walk	otp	45	4951.2438393228842074729	7292.4053947734037290348	335.5742785906450720610	12795.7286566404865504304
360902	drive	mapbox	45	924548.672473949228451700162107	651044.350516989020106605850034	437371.923914894193763576172572	2185193.704249568667675921128256
360902	transit	otp	45	4951.2438393228842074729	7292.4053947734037290348	335.5742785906450720610	12795.7286566404865504304
360903	walk	otp	45	7950.3440941644135451154	3090.0940111874973117476	2754.2357268021134753828	16163.3223516379693717174
360903	drive	mapbox	45	1025757.336102525182529854496967	715177.366675785781888231354894	500957.767081323552086898769352	2471173.224527037355651961877056
360903	transit	otp	45	21043.2364264713946791914	7265.4301887441257522766	7893.8126082727845133458	40448.8487514614925392024
361200	walk	otp	45	11593.3312683926657014782	19759.9392757581857656864	8753.2645186891345701954	43612.3095374157791996980
361200	drive	mapbox	45	1382536.7346364043100577307314985	1216116.5905934188888304619161435	693847.3940660662571973280207616	3671921.9757730070386780462385743
361200	transit	otp	45	155671.5129870396579658051	124494.5891254016435090961	64834.0536723859556304216	375463.8182506563688617026
362402	walk	otp	45	1010.155694316355272384272	3484.540040942936703188990	297.368550817086788964117	5230.784264962042424984233
362402	drive	mapbox	45	638184.65872353722443938680488390	679979.20824741993938685310198514	274455.25935307299381774696152620	1709772.37072923009448056867843622
362402	transit	otp	45	1010.155694316355272384272	3484.540040942936703188990	297.368550817086788964117	5230.784264962042424984233
363000	walk	otp	45	132.6610742832148336720	248.5444244659054383796	193.2364618787121952237	589.5614212998165108188
363000	drive	mapbox	45	343419.7159984619706504389674	464410.9829366001068725738128	140384.3423239159848539570842	1065816.1755094934061075746589
363000	transit	otp	45	132.6610742832148336720	248.5444244659054383796	193.2364618787121952237	589.5614212998165108188
363005	walk	otp	45	13549.20663247242332352786	8049.04504173247020430506	13270.53720339892740312412	42367.70956681713138649926
363005	drive	mapbox	45	1248355.104119601300965704929785	923768.626720944382577889940624	634154.424346359865839941015338	3157531.363844921244605879871404
363005	transit	otp	45	51825.08231007377025225240	31682.72224903680791120458	40665.37227220488463092594	153894.93572908965412015140
363204	walk	otp	45				
363204	drive	mapbox	45	59642.4597414028570936880358	128535.2262314572981848899996	31447.2156337131033068646400	234631.3152587589826231158458
363204	transit	otp	45				
363207	walk	otp	45	1095.4661423281147881166	6691.2581013017917745449	200.2697723572927803152	9933.7882298516887964664
363207	drive	mapbox	45	1309928.7116822498096936852906345	1035774.1078519216555687913437115	667728.2758686250814604463968466	3373324.3021122240347479255462193
363207	transit	otp	45	11571.03166910285709971074	20482.62350546889584412032	3599.73014245493067446172	41377.34271564952681776774
363210	walk	otp	45	3969.8412956899386144749	21112.6952206127418810082	3534.9866863615901629420	38441.7190486324360923580
363210	drive	mapbox	45	1315393.5131935717634876769968165	1023677.6590553654876447138609815	665226.7657364107155897916251606	3360780.7512207988430169023781713
363210	transit	otp	45	45419.8851399752227654103	100641.7321410025960634916	47517.6632022157319899512	227587.8054673410239675751
363407	walk	otp	45	4338.64563053230245362292	1996.17493866115008155506	905.81339430544940653282	7467.73043278176875889078
363407	drive	mapbox	45	574202.2006394074655006374903	546566.9031058993292504743262	361962.5276156980098391390155	1732653.5359700002193859814514
363407	transit	otp	45	4338.64563053230245362292	1996.17493866115008155506	905.81339430544940653282	7467.73043278176875889078
363500	walk	otp	45	9046.946861544886871811	6423.821151230540496705	624.389871918934421142	16614.959704432340310638
363500	drive	mapbox	45	1069988.7147079760247895438145265	735548.9507459588965808141326525	517520.3878937954878087512290926	2537544.6229186141771565800601833
363500	transit	otp	45	9046.946861544886871811	6423.821151230540496705	624.389871918934421142	16614.959704432340310638
364200	walk	otp	45	5097.1462823798496558226	11993.3915276960155995742	14835.3208853180075044852	36427.6654075745436033626
364200	drive	mapbox	45	1322269.2943606613171524191666705	1084433.1108773484687925334693655	668006.7288774125957340280759276	3433883.6079157715637604882820643
364200	transit	otp	45	39342.3678250747042187471	63307.1277465878440036784	41289.3193817617433081832	163869.5547358586694659553
365200	walk	otp	45	6993.7760841535949376490	3916.2429586420398008314	14219.9900217957465619750	26857.5329823956609144248
365200	drive	mapbox	45	1358784.9977209209034499453760165	1138125.4690080101621457624315815	688651.4831696243883642727627606	3555521.8720818736826685604679713
365200	transit	otp	45	80189.2768202241454269298	54147.7243268378208626520	63320.5037809892110536406	213754.0251537420910467331
365201	walk	otp	45	3345.95275977735672061479	9556.12133520959955713901	1302.19179686458804932755	17733.74914613291506771245
365201	drive	mapbox	45	936063.1981009408969266180185	756355.8269405760689078034299	505347.8444005534442649886866	2507966.5911633733619602717510
365201	transit	otp	45	3345.95275977735672061479	9556.12133520959955713901	1302.19179686458804932755	17733.74914613291506771245
365202	walk	otp	45	2780.9971039702291271555	8784.7347994788487830481	1469.0188967733526758129	14070.2914951853349741374
365202	drive	mapbox	45	1129433.91438297487577126954416690	974240.07575898113739559614829214	575566.85124909650167185608817820	2980751.07460048850968929316567722
365202	transit	otp	45	5170.0853165544115471083	13149.8012386019385460049	4169.4539214251282283833	25055.7312401552637117024
365203	walk	otp	45	429.8786171946646970244	1955.7690013724514247956	331.8746791889203178110	7647.0382680871296822628
365203	drive	mapbox	45	1145103.902457270370354507014867	796736.542152049781186138647694	563007.315838011387132594954352	2831163.597200443157327129083856
365203	transit	otp	45	429.8786171946646970244	1955.7690013724514247956	331.8746791889203178110	7647.0382680871296822628
365204	walk	otp	45	1010.155694316355272384272	3484.540040942936703188990	297.368550817086788964117	5230.784264962042424984233
365204	drive	mapbox	45	638184.65872353722443938680488390	679979.20824741993938685310198514	274455.25935307299381774696152620	1709772.37072923009448056867843622
365204	transit	otp	45	1010.155694316355272384272	3484.540040942936703188990	297.368550817086788964117	5230.784264962042424984233
365400	walk	otp	45	8450.5445253426358995590	33702.8811241408577534901	6256.9732697146542360429	55559.1469369478791086283
365400	drive	mapbox	45	1357185.9103010049001274507475705	1128873.3121753707623773101521655	682610.5279991762556817686559276	3541182.5261885834436219354568643
365400	transit	otp	45	56270.6503253699352183948	127217.9885385445495179682	40190.9317343374304226691	257853.1972986189518122955
365912	walk	otp	45	7085.7763191310966229556	29031.9365231461806306385	1831.4560779550951718375	43592.5187166431830891666
365912	drive	mapbox	45	1353384.3879997712598437263299165	1133759.4902805639254543456263815	681647.2969445411388592696127606	3541277.3866371825455477869637713
365912	transit	otp	45	36510.7006163778421080140	108817.7191501315458421397	16415.7996289723631784633	185995.5643343834525121378
366801	walk	otp	45	429.8786171946646970244	1955.7690013724514247956	331.8746791889203178110	7647.0382680871296822628
