institution_count	pct_pop_18_to_64_latinx	pct_pop_18_to_64_white	pct_pop_18_to_64_black	pct_pop_18_to_64_all
0	1.0023966177658497	1.0091725759858652	0.9979065994684655	1.0035289942648555
1	0.9948979071929139	0.991574384713684	0.9927822961270398	0.9932644669396363
2	0.9898052898273533	0.9841310027945014	0.989750235721676	0.9880479199065623
3	0.9852450180029897	0.9734860795479596	0.9853119548117604	0.9814134014772369
4	0.9794518603834481	0.954367845992798	0.9801343820091251	0.9711200043732201
5	0.9752656508840615	0.9411800612678094	0.9777405492072284	0.9641547128926573
6	0.9702997761739267	0.9307632755614224	0.9730178367785529	0.957538582974392
7	0.9670073468649252	0.9248710806728315	0.9702799307687364	0.9536097801223825
8	0.9637647230894885	0.915989892606812	0.9682977385922187	0.9486938375859082
9	0.9587615280036108	0.9036054640278774	0.9631825030632546	0.9412701836038715
10	0.9533227195126842	0.8916796709995307	0.9595111944071929	0.9341085062297789
11	0.9502640746108815	0.8848888393836896	0.9572100691069656	0.9299991153649926
12	0.9457977592387135	0.8745608129836318	0.9546924037094878	0.923981127866619
13	0.9391127675798909	0.8617770659128978	0.9507279303886413	0.9158247842050222
14	0.9286901834135799	0.8374597902040586	0.9433213074211683	0.900969764206767
15	0.8930616555731691	0.7599652446920301	0.9118611805162897	0.8512949158932214
16	0.7803135707839381	0.567000990961734	0.7706552888957003	0.6907351093300488
17	0.6535096945995589	0.34682237847523156	0.6522374789200985	0.5256348798046628
