institution_count	attainm_bach_to_higher_latinx	attainm_bach_to_higher_white	attainm_bach_to_higher_black	attainm_bach_to_higher_all
0	0.044	0.171	0.045	0.308
1	0.055	0.193	0.044	0.363
2	0.048	0.281	0.058	0.452
3	0.065	0.326	0.052	0.560
4	0.076	0.453	0.049	0.737
5	0.073	0.467	0.043	0.697
6	0.075	0.490	0.038	0.729
7	0.117	0.350	0.062	0.740
