institution_count	attainm_bach_to_higher_latinx	attainm_bach_to_higher_white	attainm_bach_to_higher_black	attainm_bach_to_higher_all
0	0.044	0.172	0.046	0.312
1	0.058	0.279	0.042	0.464
2	0.074	0.402	0.034	0.634
