institution_count	attainm_bach_to_higher_latinx	attainm_bach_to_higher_white	attainm_bach_to_higher_black	attainm_bach_to_higher_all
0	0.045	0.190	0.044	0.328
1	0.046	0.145	0.047	0.298
2	0.049	0.183	0.056	0.359
3	0.049	0.120	0.042	0.249
4	0.040	0.121	0.043	0.267
5	0.050	0.257	0.062	0.449
6	0.053	0.182	0.071	0.364
7	0.056	0.070	0.013	0.187
