institution_count	attainm_bach_to_higher_latinx	attainm_bach_to_higher_white	attainm_bach_to_higher_black	attainm_bach_to_higher_all
0	0.039	0.182	0.047	0.335
1	0.047	0.166	0.046	0.308
2	0.045	0.201	0.059	0.349
3	0.055	0.239	0.042	0.382
4	0.042	0.109	0.041	0.223
5	0.047	0.183	0.018	0.271
