institution_count	povertylevel_50percent	povertylevel_125percent	povertylevel_150percent	povertylevel_185percent	povertylevel_200percent	povertylevel_300percent	povertylevel_400percent	povertylevel_500percent	povertylevel_over500percent	pct_totpop
0	0.056	0.125	0.047	0.066	0.027	0.159	0.128	0.098	0.293	1.000
1	0.096	0.192	0.063	0.070	0.030	0.147	0.095	0.068	0.239	1.000
2	0.082	0.138	0.040	0.060	0.019	0.103	0.097	0.079	0.383	1.000
3	0.119	0.168	0.056	0.067	0.020	0.106	0.088	0.090	0.287	1.000
