institution_count	attainm_bach_to_higher_latinx	attainm_bach_to_higher_white	attainm_bach_to_higher_black	attainm_bach_to_higher_all
0	0.044	0.186	0.044	0.326
1	0.048	0.168	0.047	0.318
2	0.046	0.139	0.058	0.300
3	0.053	0.141	0.039	0.273
4	0.047	0.188	0.039	0.348
5	0.056	0.141	0.051	0.322
6	0.060	0.193	0.073	0.395
7	0.056	0.188	0.070	0.383
8	0.069	0.193	0.039	0.376
