institution_count	attainm_bach_to_higher_latinx	attainm_bach_to_higher_white	attainm_bach_to_higher_black	attainm_bach_to_higher_all
0	0.045	0.186	0.045	0.328
1	0.046	0.109	0.051	0.265
2	0.043	0.156	0.041	0.299
3	0.054	0.137	0.049	0.276
4	0.049	0.114	0.093	0.315
