institution_count	povertylevel_50percent	povertylevel_125percent	povertylevel_150percent	povertylevel_185percent	povertylevel_200percent	povertylevel_300percent	povertylevel_400percent	povertylevel_500percent	povertylevel_over500percent	pct_totpop
0	0.051	0.109	0.043	0.061	0.025	0.155	0.133	0.104	0.320	1.000
1	0.075	0.176	0.057	0.078	0.032	0.170	0.115	0.080	0.217	1.000
2	0.078	0.172	0.063	0.074	0.028	0.154	0.109	0.076	0.246	1.000
3	0.098	0.218	0.072	0.088	0.032	0.171	0.094	0.063	0.165	1.000
4	0.096	0.206	0.068	0.090	0.035	0.174	0.099	0.076	0.156	1.000
5	0.096	0.164	0.045	0.069	0.029	0.136	0.093	0.072	0.296	1.000
6	0.098	0.223	0.071	0.077	0.030	0.160	0.089	0.058	0.194	1.000
7	0.132	0.311	0.087	0.084	0.050	0.144	0.073	0.019	0.099	1.000
