institution_count	attainm_bach_to_higher_latinx	attainm_bach_to_higher_white	attainm_bach_to_higher_black	attainm_bach_to_higher_all
0	0.044	0.172	0.045	0.311
1	0.050	0.196	0.037	0.336
2	0.074	0.337	0.051	0.542
3	0.058	0.362	0.060	0.617
4	0.064	0.428	0.071	0.717
5	0.069	0.350	0.105	0.603
6	0.084	0.382	0.077	0.672
7	0.103	0.394	0.064	0.725
