institution_count	attainm_bach_to_higher_latinx	attainm_bach_to_higher_white	attainm_bach_to_higher_black	attainm_bach_to_higher_all
0	0.043	0.161	0.044	0.293
1	0.057	0.240	0.060	0.444
2	0.075	0.486	0.034	0.717
3	0.040	0.399	0.018	0.488
4	0.059	0.557	0.007	0.658
