institution_count	pct_pop_18_to_64_latinx	pct_pop_18_to_64_white	pct_pop_18_to_64_black	pct_pop_18_to_64_all
0	1.0023966177658492	1.009172575985865	0.9979065994684654	1.0035289942648558
1	0.5963621812669777	0.37717164599015957	0.6334534794664718	0.518487249265134
2	0.5134140730178968	0.26726060226168924	0.5414042239479686	0.4205762325698456
3	0.4419188526454498	0.2245251375099883	0.4611692348454733	0.3573912278218709
4	0.4026098913864389	0.2140525677784318	0.4255019197172278	0.3313197796478262
5	0.3778868501457078	0.20773572167839782	0.39665575624131905	0.31345711184007047
6	0.35082706021091864	0.19999747381046862	0.3581566885307523	0.2925943626418744
7	0.32435652171305507	0.1933800588601705	0.3209783567210785	0.27263757971651753
8	0.2999448421224288	0.18514183633164022	0.28657278912568807	0.25326109906601113
9	0.26794108865135047	0.17529415007866203	0.24081274908558126	0.22811742087696835
10	0.24359698269396104	0.16688497379061337	0.20507538796203775	0.2084877591109086
11	0.223771123463092	0.15647957570851742	0.17720523311802178	0.19093405205949807
12	0.20106138005788682	0.14434185140514977	0.151796059697962	0.17188146107630728
13	0.1725613154459529	0.13184002746367676	0.1250086110466132	0.1491562040833141
14	0.14097782787838734	0.11383218812469255	0.09999825624809648	0.12373072849252045
15	0.11568953232242422	0.09716479474338253	0.0810582493664822	0.10303263506836163
16	0.09430398582923706	0.08147007727414259	0.06617323177830586	0.08507243223173255
17	0.07130333753149903	0.06127233748000094	0.050787696942957865	0.06454133282329613
18	0.049324724000309995	0.0442005792650442	0.03867528013390624	0.04629141800347239
19	0.030295383411277518	0.029887035463154188	0.027839958544574783	0.0304233827730732
20	0.018463697450562887	0.019209549554709292	0.01736172814876705	0.018922873730356993
21	0.011741673557927238	0.014052007537135397	0.012014167195227679	0.012917108395800481
22	0.008100475310201341	0.0109073769398512	0.009395464014742819	0.00956193219634417
23	0.004258915336201507	0.007205656893627305	0.006793722718490724	0.0059741304228960014
24	0.0019666229619204026	0.003823177671336414	0.004361925096819478	0.0031333160832338128
25	0.001303565952174987	0.0025754382581607616	0.0029405145405843724	0.0020687715781002687
26	0.001011157386298941	0.002056059277095875	0.002389736472818947	0.0016412151015463416
27	0.0005052422266310597	0.0013683059130966463	0.0010096113342236504	0.0009308591507910684
28	0.00040883717953117747	0.0011054730907546768	0.0008128663930112959	0.0007521697219002827
29	0.00024244331738147165	0.0006684241964865786	0.0005051585047650935	0.00045418864165981167
30	0.00018517987256527285	0.0004978870427210452	0.0004037574007021963	0.0003440001531901056
31	9.329056637467537e-05	0.0002508272824827995	0.00020340632093370593	0.0001733016049720423
32	8.20776768157962e-05	0.00022067955451706063	0.0001789582689940543	0.00015247193448720837
35	4.27447257518309e-05	0.0001149263405449187	9.319857025608518e-05	7.940491589611554e-05
