institution_count	attainm_bach_to_higher_latinx	attainm_bach_to_higher_white	attainm_bach_to_higher_black	attainm_bach_to_higher_all
0	0.044	0.186	0.042	0.322
1	0.044	0.141	0.060	0.301
2	0.047	0.155	0.050	0.310
3	0.057	0.230	0.035	0.377
4	0.057	0.271	0.039	0.427
5	0.070	0.196	0.038	0.346
6	0.039	0.114	0.039	0.212
7	0.037	0.223	0.041	0.326
8	0.061	0.383	0.066	0.553
9	0.061	0.383	0.066	0.553
