institution_count	attainm_bach_to_higher_latinx	attainm_bach_to_higher_white	attainm_bach_to_higher_black	attainm_bach_to_higher_all
0	0.044	0.169	0.045	0.305
1	0.049	0.189	0.060	0.351
2	0.059	0.280	0.047	0.472
3	0.068	0.411	0.042	0.678
4	0.057	0.443	0.027	0.696
