institution_count	pct_pop_18_to_64_latinx	pct_pop_18_to_64_white	pct_pop_18_to_64_black	pct_pop_18_to_64_all
0	1.0023966177658494	1.009172575985865	0.9979065994684656	1.0035289942648555
1	0.9185929455877057	0.8008666832418646	0.9373902390697793	0.881664886810529
2	0.8596602541049572	0.6802359212309322	0.8874422157185701	0.803333462382037
3	0.8137147862610121	0.5895515048716914	0.8535201204174108	0.7432886937181702
4	0.771591510849468	0.5097949378834549	0.8158074210017929	0.6867491902742038
5	0.718085579545265	0.4437506515998676	0.754735970008008	0.6265916411618677
6	0.7010697853590685	0.4247327791666836	0.7344455726282846	0.6082920990597487
7	0.6806767028211252	0.3984143924654491	0.7083440979760851	0.5836334149248885
8	0.6343212059005613	0.3699565908795548	0.6810562844290919	0.548303862169724
9	0.6016375866939502	0.3512291033950161	0.6506424067314917	0.5218437378388595
10	0.5694072828011546	0.337263384709226	0.6246071564127291	0.49855366461368916
11	0.526077204986722	0.31229996669438587	0.5735816010278862	0.460845805301647
12	0.4862711983656886	0.2927891352702783	0.5302185740451885	0.42802183516015446
13	0.4506365737771838	0.2673850358698618	0.48019239204053377	0.39053582965148986
14	0.4078808034611493	0.24727707301559468	0.4426055101799726	0.35726504429942557
15	0.3575342363160423	0.2291969840069497	0.3741874524597976	0.31465652983026615
16	0.3358619040988455	0.2243818567705724	0.3446569147756747	0.29854388905541795
17	0.2925826327337187	0.2112442514074032	0.31246406738052207	0.2700955378793355
18	0.24151978578919694	0.19383780742066276	0.23797173279163908	0.22583599895443815
19	0.1817295981260224	0.17065622722580598	0.15650385665425673	0.17552141004270147
20	0.11715692869686367	0.13193083018557003	0.0889360866183439	0.1187226989871756
21	0.051340329565166286	0.07927354782210279	0.044685726893585104	0.0622010842551761
22	0.014364699814633758	0.019808208481027257	0.008841327075747717	0.015664544817494047
23	0.000358272559025787	0.00010250152683279062	9.45315717314614e-05	0.00018813122600673413
