institution_count	povertylevel_50percent	povertylevel_125percent	povertylevel_150percent	povertylevel_185percent	povertylevel_200percent	povertylevel_300percent	povertylevel_400percent	povertylevel_500percent	povertylevel_over500percent	pct_totpop
0	0.056	0.127	0.047	0.066	0.027	0.160	0.129	0.098	0.289	1.000
1	0.078	0.161	0.058	0.068	0.028	0.154	0.103	0.082	0.269	1.000
2	0.093	0.152	0.049	0.052	0.024	0.123	0.084	0.072	0.352	1.000
3	0.095	0.129	0.041	0.056	0.024	0.117	0.105	0.087	0.346	1.000
4	0.086	0.074	0.015	0.038	0.017	0.078	0.102	0.089	0.500	1.000
5	0.070	0.056	0.011	0.036	0.009	0.062	0.103	0.095	0.557	1.000
6	0.064	0.074	0.013	0.036	0.010	0.056	0.084	0.111	0.552	1.000
7	0.110	0.073	0.016	0.064	0.013	0.057	0.070	0.135	0.462	1.000
