institution_count	attainm_bach_to_higher_latinx	attainm_bach_to_higher_white	attainm_bach_to_higher_black	attainm_bach_to_higher_all
0	0.043	0.196	0.036	0.313
1	0.045	0.229	0.034	0.344
2	0.041	0.197	0.037	0.310
3	0.049	0.169	0.047	0.362
4	0.049	0.151	0.069	0.408
5	0.048	0.155	0.072	0.344
6	0.044	0.116	0.063	0.290
7	0.035	0.075	0.053	0.201
8	0.041	0.071	0.049	0.194
9	0.039	0.055	0.038	0.163
10	0.051	0.224	0.048	0.389
11	0.049	0.121	0.075	0.288
12	0.044	0.046	0.077	0.180
