institution_count	povertylevel_50percent	povertylevel_125percent	povertylevel_150percent	povertylevel_185percent	povertylevel_200percent	povertylevel_300percent	povertylevel_400percent	povertylevel_500percent	povertylevel_over500percent	pct_totpop
0	0.058	0.125	0.053	0.071	0.027	0.165	0.132	0.098	0.271	1.000
1	0.054	0.119	0.048	0.063	0.028	0.173	0.133	0.100	0.281	1.000
2	0.039	0.081	0.043	0.054	0.016	0.146	0.120	0.098	0.403	1.000
3	0.068	0.122	0.053	0.064	0.025	0.154	0.124	0.089	0.300	1.000
4	0.053	0.123	0.048	0.061	0.024	0.147	0.141	0.098	0.305	1.000
5	0.058	0.138	0.054	0.052	0.023	0.158	0.134	0.096	0.288	1.000
6	0.046	0.130	0.053	0.064	0.023	0.154	0.139	0.099	0.292	1.000
7	0.045	0.107	0.040	0.062	0.022	0.159	0.141	0.105	0.319	1.000
8	0.038	0.102	0.039	0.057	0.020	0.146	0.137	0.110	0.350	1.000
9	0.053	0.107	0.044	0.059	0.025	0.160	0.137	0.100	0.314	1.000
10	0.042	0.107	0.038	0.058	0.023	0.145	0.131	0.099	0.357	1.000
11	0.037	0.083	0.029	0.039	0.023	0.131	0.137	0.112	0.409	1.000
12	0.033	0.073	0.025	0.044	0.020	0.135	0.138	0.119	0.414	1.000
13	0.039	0.085	0.029	0.051	0.026	0.153	0.135	0.116	0.366	1.000
14	0.035	0.080	0.036	0.057	0.035	0.159	0.131	0.120	0.347	1.000
15	0.035	0.081	0.036	0.052	0.025	0.151	0.146	0.123	0.352	1.000
16	0.034	0.071	0.034	0.050	0.019	0.137	0.135	0.118	0.403	1.000
17	0.034	0.067	0.039	0.048	0.022	0.131	0.151	0.122	0.386	1.000
18	0.034	0.069	0.033	0.044	0.024	0.142	0.145	0.112	0.398	1.000
19	0.029	0.064	0.026	0.037	0.017	0.140	0.146	0.122	0.417	1.000
20	0.031	0.059	0.024	0.040	0.017	0.130	0.139	0.118	0.442	1.000
21	0.030	0.067	0.029	0.046	0.018	0.140	0.149	0.122	0.399	1.000
22	0.026	0.065	0.027	0.048	0.019	0.139	0.142	0.122	0.412	1.000
23	0.033	0.075	0.030	0.051	0.019	0.153	0.143	0.125	0.372	1.000
24	0.036	0.092	0.034	0.055	0.022	0.163	0.141	0.116	0.340	1.000
25	0.046	0.102	0.037	0.062	0.022	0.169	0.145	0.113	0.304	1.000
26	0.046	0.107	0.040	0.066	0.027	0.166	0.141	0.105	0.302	1.000
27	0.039	0.090	0.041	0.053	0.024	0.155	0.137	0.112	0.349	1.000
28	0.047	0.114	0.040	0.060	0.026	0.164	0.125	0.105	0.320	1.000
29	0.054	0.126	0.051	0.067	0.029	0.168	0.128	0.100	0.277	1.000
30	0.048	0.101	0.043	0.058	0.028	0.170	0.127	0.118	0.307	1.000
31	0.057	0.118	0.052	0.064	0.028	0.163	0.138	0.109	0.271	1.000
32	0.045	0.094	0.044	0.060	0.022	0.155	0.138	0.112	0.329	1.000
33	0.051	0.112	0.053	0.065	0.024	0.166	0.134	0.106	0.289	1.000
34	0.048	0.108	0.045	0.065	0.023	0.161	0.135	0.108	0.307	1.000
35	0.046	0.112	0.048	0.072	0.027	0.175	0.144	0.106	0.271	1.000
36	0.048	0.129	0.050	0.078	0.028	0.178	0.143	0.099	0.246	1.000
37	0.051	0.126	0.052	0.072	0.028	0.179	0.138	0.101	0.253	1.000
38	0.058	0.133	0.054	0.078	0.029	0.185	0.135	0.101	0.227	1.000
39	0.057	0.127	0.052	0.077	0.029	0.176	0.132	0.102	0.249	1.000
40	0.064	0.141	0.063	0.092	0.035	0.191	0.133	0.088	0.193	1.000
41	0.072	0.157	0.062	0.082	0.036	0.186	0.128	0.088	0.189	1.000
42	0.068	0.146	0.061	0.083	0.031	0.185	0.136	0.086	0.203	1.000
43	0.069	0.146	0.059	0.075	0.028	0.186	0.149	0.088	0.200	1.000
44	0.069	0.149	0.057	0.086	0.034	0.170	0.136	0.089	0.212	1.000
45	0.080	0.154	0.058	0.090	0.033	0.183	0.135	0.086	0.181	1.000
46	0.071	0.159	0.061	0.088	0.033	0.185	0.132	0.088	0.183	1.000
47	0.070	0.164	0.060	0.085	0.037	0.185	0.130	0.087	0.182	1.000
48	0.071	0.163	0.057	0.083	0.032	0.179	0.127	0.089	0.198	1.000
49	0.071	0.183	0.067	0.089	0.035	0.184	0.118	0.080	0.172	1.000
50	0.085	0.212	0.066	0.082	0.036	0.186	0.115	0.076	0.142	1.000
51	0.097	0.219	0.070	0.085	0.035	0.190	0.105	0.069	0.130	1.000
52	0.097	0.206	0.069	0.085	0.036	0.183	0.111	0.073	0.141	1.000
53	0.097	0.199	0.071	0.075	0.031	0.169	0.112	0.075	0.172	1.000
54	0.097	0.213	0.074	0.087	0.035	0.178	0.104	0.068	0.143	1.000
55	0.092	0.174	0.069	0.080	0.036	0.169	0.105	0.079	0.196	1.000
56	0.101	0.205	0.066	0.087	0.033	0.168	0.102	0.066	0.173	1.000
57	0.096	0.217	0.071	0.084	0.033	0.157	0.099	0.060	0.182	1.000
58	0.095	0.200	0.061	0.081	0.034	0.178	0.097	0.076	0.177	1.000
59	0.111	0.244	0.067	0.093	0.037	0.165	0.092	0.059	0.133	1.000
60	0.109	0.210	0.057	0.076	0.037	0.163	0.092	0.082	0.174	1.000
61	0.088	0.209	0.063	0.078	0.026	0.162	0.088	0.072	0.213	1.000
62	0.090	0.181	0.053	0.073	0.024	0.149	0.088	0.066	0.276	1.000
63	0.094	0.187	0.067	0.074	0.023	0.156	0.092	0.069	0.239	1.000
64	0.097	0.197	0.062	0.073	0.032	0.131	0.082	0.061	0.266	1.000
65	0.083	0.178	0.056	0.074	0.024	0.127	0.092	0.069	0.296	1.000
66	0.086	0.161	0.050	0.067	0.025	0.119	0.087	0.068	0.338	1.000
67	0.067	0.153	0.046	0.065	0.025	0.116	0.091	0.069	0.368	1.000
68	0.068	0.145	0.048	0.078	0.021	0.117	0.094	0.074	0.354	1.000
69	0.071	0.128	0.040	0.053	0.019	0.118	0.091	0.076	0.403	1.000
70	0.061	0.094	0.029	0.045	0.013	0.091	0.095	0.075	0.496	1.000
71	0.057	0.108	0.033	0.049	0.013	0.086	0.094	0.079	0.481	1.000
72	0.059	0.086	0.031	0.040	0.016	0.088	0.094	0.088	0.499	1.000
73	0.076	0.123	0.034	0.042	0.012	0.092	0.093	0.094	0.435	1.000
74	0.078	0.115	0.031	0.046	0.016	0.095	0.084	0.084	0.453	1.000
75	0.052	0.097	0.020	0.037	0.016	0.089	0.084	0.084	0.520	1.000
76	0.077	0.127	0.023	0.050	0.011	0.107	0.082	0.101	0.423	1.000
77	0.110	0.201	0.041	0.035	0.010	0.242	0.085	0.085	0.190	1.000
