institution_count	attainm_bach_to_higher_latinx	attainm_bach_to_higher_white	attainm_bach_to_higher_black	attainm_bach_to_higher_all
0	0.044	0.188	0.043	0.324
1	0.042	0.122	0.075	0.296
2	0.041	0.113	0.046	0.244
3	0.061	0.283	0.036	0.443
4	0.049	0.202	0.047	0.349
5	0.046	0.137	0.046	0.273
6	0.050	0.174	0.041	0.331
7	0.052	0.158	0.049	0.333
8	0.050	0.244	0.046	0.406
9	0.050	0.263	0.062	0.446
10	0.060	0.305	0.044	0.493
11	0.059	0.184	0.012	0.301
12	0.031	0.072	0.009	0.138
