institution_count	attainm_bach_to_higher_latinx	attainm_bach_to_higher_white	attainm_bach_to_higher_black	attainm_bach_to_higher_all
0	0.045	0.177	0.045	0.318
1	0.055	0.255	0.056	0.447
2	0.064	0.363	0.084	0.706
3	0.059	0.558	0.039	0.840
