institution_count	attainm_bach_to_higher_latinx	attainm_bach_to_higher_white	attainm_bach_to_higher_black	attainm_bach_to_higher_all
0	0.044	0.186	0.045	0.327
1	0.047	0.165	0.051	0.315
2	0.053	0.158	0.039	0.298
3	0.044	0.161	0.032	0.283
4	0.041	0.083	0.039	0.205
5	0.057	0.163	0.056	0.348
6	0.056	0.223	0.050	0.407
7	0.052	0.327	0.071	0.542
8	0.055	0.294	0.023	0.461
9	0.035	0.445	0.054	0.623
