institution_count	attainm_bach_to_higher_latinx	attainm_bach_to_higher_white	attainm_bach_to_higher_black	attainm_bach_to_higher_all
0	0.026	0.200	0.013	0.253
1	0.037	0.251	0.022	0.332
2	0.045	0.245	0.026	0.349
3	0.053	0.217	0.050	0.366
4	0.052	0.250	0.039	0.381
5	0.043	0.141	0.062	0.323
6	0.049	0.167	0.049	0.318
7	0.065	0.292	0.028	0.435
