institution_count	povertylevel_50percent	povertylevel_125percent	povertylevel_150percent	povertylevel_185percent	povertylevel_200percent	povertylevel_300percent	povertylevel_400percent	povertylevel_500percent	povertylevel_over500percent	pct_totpop
0	0.052	0.117	0.046	0.064	0.026	0.160	0.131	0.102	0.301	1.000
1	0.091	0.184	0.055	0.074	0.028	0.149	0.101	0.072	0.245	1.000
2	0.093	0.164	0.062	0.077	0.042	0.253	0.127	0.069	0.113	1.000
