institution_count	attainm_bach_to_higher_latinx	attainm_bach_to_higher_white	attainm_bach_to_higher_black	attainm_bach_to_higher_all
0	0.045	0.181	0.044	0.322
1	0.038	0.121	0.038	0.235
2	0.046	0.139	0.050	0.283
3	0.040	0.102	0.060	0.243
4	0.040	0.115	0.074	0.264
5	0.053	0.171	0.043	0.312
6	0.044	0.155	0.048	0.291
7	0.058	0.254	0.055	0.434
8	0.065	0.318	0.059	0.532
9	0.067	0.495	0.032	0.755
10	0.024	0.078	0.152	0.346
