institution_count	attainm_bach_to_higher_latinx	attainm_bach_to_higher_white	attainm_bach_to_higher_black	attainm_bach_to_higher_all
0	0.046	0.184	0.045	0.328
1	0.038	0.083	0.054	0.212
2	0.027	0.027	0.089	0.156
