institution_count	attainm_bach_to_higher_latinx	attainm_bach_to_higher_white	attainm_bach_to_higher_black	attainm_bach_to_higher_all
0	0.043	0.178	0.044	0.312
1	0.044	0.129	0.051	0.277
2	0.035	0.083	0.057	0.220
3	0.047	0.183	0.046	0.324
4	0.051	0.204	0.047	0.366
5	0.059	0.290	0.042	0.477
6	0.071	0.337	0.038	0.533
7	0.077	0.388	0.038	0.592
8	0.089	0.446	0.043	0.669
9	0.076	0.457	0.051	0.642
