institution_count	povertylevel_50percent	povertylevel_125percent	povertylevel_150percent	povertylevel_185percent	povertylevel_200percent	povertylevel_300percent	povertylevel_400percent	povertylevel_500percent	povertylevel_over500percent	pct_totpop
0	0.058	0.129	0.048	0.066	0.027	0.159	0.126	0.096	0.290	1.000
1	0.096	0.153	0.047	0.061	0.024	0.128	0.110	0.085	0.297	1.000
2	0.132	0.111	0.016	0.035	0.016	0.078	0.100	0.089	0.423	1.000
3	0.087	0.030	0.004	0.022	0.009	0.055	0.083	0.079	0.632	1.000
