institution_count	attainm_bach_to_higher_latinx	attainm_bach_to_higher_white	attainm_bach_to_higher_black	attainm_bach_to_higher_all
0	0.045	0.186	0.042	0.321
1	0.047	0.154	0.053	0.314
2	0.051	0.226	0.065	0.410
3	0.034	0.130	0.060	0.256
