institution_count	attainm_bach_to_higher_latinx	attainm_bach_to_higher_white	attainm_bach_to_higher_black	attainm_bach_to_higher_all
0	0.045	0.183	0.045	0.325
1	0.046	0.109	0.053	0.268
2	0.042	0.180	0.051	0.331
3	0.061	0.127	0.087	0.326
4	0.042	0.100	0.083	0.318
