institution_count	attainm_bach_to_higher_latinx	attainm_bach_to_higher_white	attainm_bach_to_higher_black	attainm_bach_to_higher_all
0	0.045	0.175	0.046	0.316
1	0.061	0.287	0.038	0.475
3	0.049	0.303	0.028	0.415
4	0.028	0.380	0.018	0.452
