institution_count	attainm_bach_to_higher_latinx	attainm_bach_to_higher_white	attainm_bach_to_higher_black	attainm_bach_to_higher_all
0	0.042	0.181	0.042	0.310
1	0.049	0.170	0.052	0.324
2	0.048	0.164	0.053	0.342
3	0.055	0.210	0.050	0.378
4	0.056	0.250	0.033	0.405
5	0.051	0.217	0.035	0.357
6	0.053	0.165	0.069	0.351
7	0.052	0.043	0.098	0.266
