institution_count	attainm_bach_to_higher_latinx	attainm_bach_to_higher_white	attainm_bach_to_higher_black	attainm_bach_to_higher_all
0	0.043	0.167	0.044	0.301
1	0.051	0.168	0.049	0.330
2	0.065	0.270	0.035	0.424
3	0.054	0.279	0.050	0.467
4	0.056	0.315	0.059	0.516
5	0.046	0.304	0.075	0.507
6	0.053	0.319	0.088	0.603
7	0.081	0.477	0.038	0.704
