institution_count	attainm_bach_to_higher_latinx	attainm_bach_to_higher_white	attainm_bach_to_higher_black	attainm_bach_to_higher_all
0	0.044	0.170	0.044	0.307
1	0.060	0.270	0.050	0.464
2	0.065	0.320	0.111	0.578
3	0.058	0.430	0.049	0.749
4	0.096	0.432	0.068	0.763
