institution_count	attainm_bach_to_higher_latinx	attainm_bach_to_higher_white	attainm_bach_to_higher_black	attainm_bach_to_higher_all
0	0.045	0.185	0.045	0.326
1	0.045	0.119	0.052	0.270
2	0.047	0.148	0.060	0.326
3	0.044	0.215	0.064	0.378
4	0.093	0.178	0.082	0.413
