institution_count	povertylevel_50percent	povertylevel_125percent	povertylevel_150percent	povertylevel_185percent	povertylevel_200percent	povertylevel_300percent	povertylevel_400percent	povertylevel_500percent	povertylevel_over500percent	pct_totpop
0	0.053	0.118	0.046	0.063	0.026	0.158	0.132	0.101	0.304	1.000
1	0.074	0.162	0.055	0.073	0.029	0.162	0.113	0.083	0.250	1.000
2	0.077	0.146	0.052	0.071	0.029	0.158	0.108	0.087	0.272	1.000
3	0.085	0.189	0.048	0.076	0.026	0.126	0.097	0.075	0.278	1.000
4	0.117	0.255	0.079	0.079	0.044	0.140	0.077	0.052	0.159	1.000
5	0.118	0.232	0.085	0.081	0.039	0.170	0.083	0.051	0.141	1.000
6	0.034	0.071	0.025	0.024	0.018	0.141	0.144	0.102	0.442	1.000
